num,festival,section,pages,title,title_eng,director,country,year,running_time,grade,trailer_url,tag,program_note
138,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8138&sc_category_seq=8036&sc_num=1&actEvent=view,모모의 택배,The Last Package for Mama,이윤지,Korea,2025,23min,12+,,가족,"엄마의 장례 첫 날, 남수와 언니 수연이 잠든 사이 빈소 앞에 엄마의 현현이 나타난다. 잠에서 깬 남수는 엄마와 마주치게 되고, 남수는 입관식 전까지 택배를 찾아와 달라는 부탁을 받는다. 엄마의 택배를 놓고서 자매의 애도는 서로를 비껴가며 흐르기 시작한다."
139,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8139&sc_category_seq=8036&sc_num=1&actEvent=view,마지막 승객,The Last Ride,"비제쉬 라잔, 야쇼다 파르타사라티",India,2024,23min,15+,https://youtu.be/q1JYDTJgfsE,코미디,"뭄바이의 택시기사 아만은 여동생의 결혼식 지참금을 급히 마련해야 하는 처지에 놓인다. 그는 사기꾼 친구 라주에게 도움을 청하고, 둘은 사장 소유의 차를 전당포에 넘기려는 계획을 세운다. 하지만 그날 밤, 마지막으로 태운 손님으로 인해 그들의 계획은 전혀 예상치 못한 방향으로 흘러가게 된다."
140,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8140&sc_category_seq=8037&sc_num=1&actEvent=view,다니엘 반 덴 버그는 죽었다,Daniel Van den Berg Is Dead,알리 바하르루,Belgium,2024,16min,15+,,블랙 코미디,연금 시스템의 오류로 '사망' 처리되면서 연금 수급이 중단된 다니엘. 그는 자신이 살아 있다는 것을 증명하기 위해 온갖 황당한 절차를 거쳐야 한다. 끝없는 서류 작업에도 그의 존재 증명을 쉽게 포기할 수 없다. 그는 과연 자신이 살아 있다는 사실을 증명해낼 수 있을까?
141,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8141&sc_category_seq=8037&sc_num=1&actEvent=view,드림에이터,Dreamator,박승범,Korea,2025,30min,15+,https://youtu.be/F-P6zDHwddM,"유령, SF","근 미래, 꿈을 영상으로 송출할 수 있는 기계 '레브'가 발명되고, 꿈을 타인에게 보여주는 드림에이터 콘텐츠가 인기를 누리게 된다. 인기를 원하는 드림에이터 은하는 원하는 꿈을 꿀 수 있게 해준다는 임상 실험에 참여하게 되는데."
142,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8142&sc_category_seq=8037&sc_num=1&actEvent=view,완벽한 감상,Perfect Appreciation,임정섭,Korea,2025,21min,15+,,로맨스,"근미래에 영화관이 망하는 시대가 온다. 두수가 자살하려던 순간, 그의 영화를 틀어준다는 극장의 연락을 받는다. 극장 안, 영화가 시작하고 두수는 완벽한 환경에서 자신의 영화를 감상한다. 그런데 뒷좌석에 앉은 여자가 두수에게 끊임없이 영화에 대해 질문을 하기 시작한다. 영화를 완벽한 환경에서 보고 싶었던 두수는 자신의 마지막 감상을 망친 이 여자에게 화가 폭발한다."
143,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8143&sc_category_seq=8037&sc_num=1&actEvent=view,1년의 결혼생활,A Year of Marriage,파블로 까마르고 로페즈,Mexico,2025,19min,15+,https://www.youtube.com/watch?v=u45zxuDgUkA&list=PL6Xd2m_ZEH30zNPvYTSU8jArrewjjZ4Oz&index=74,괴물,"1991년, 신혼부부 아나와 후안은 결혼 선물로 받은 정체불명의 생명체를 키우게 된다. 억압적인 시댁 가족의 분위기 속에서, 부부는 이 생명체를 1년 동안 잘 돌보며 과연 결혼 생활을 지켜낼 수 있을까?"
144,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8144&sc_category_seq=8038&sc_num=1&actEvent=view,#1-1 초소,#1-1 Guard Post,박준혁,Korea,2024,22min,15+,https://youtu.be/xzjA2NfQ3MM,범죄/누아르,"두발 검사를 피하려고 야간 초소 근무에 자원한 말년 병장 김선엽. 이제 막 입대한 신병 박지훈과 함께 초소 근무에 들어간다. 평온할 줄 알았던 두 사람의 근무는 눈치 빠른 간부 박장현의 갑작스러운 등장으로 인해 흔들리고, 점점 굳어가는 김선엽의 표정과 함께 감춰둔 것들이 수면 위로 드러나게 되는데…"
145,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8145&sc_category_seq=8038&sc_num=1&actEvent=view,전염,Contagion,김문수,Korea,2025,23min,15+,,범죄/누아르,"치통에 시달리지만 돈이 없어 제 때 치료를 받지 못하고 있는 윤규. 화장실에서 한참이나 이빨을 들여다 보며 아파하다 낯선 남자의 소리를 듣는다. 남자는 윤규에게 휴지, 팬티 등을 사달라고 요구하고, 윤규가 당황하며 거절하자 남자는 돈을 주겠다고 한다. 돈이 급한 윤규는 마지못해 남자의 제안을 받아들이게 되고… 마주해서는 안되는 사람과 점점 가까워지기 시작한다."
146,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8146&sc_category_seq=8038&sc_num=1&actEvent=view,결판을 냅시다!,Let's Settle This!,잭 운,New Zealand,2024,13min,12+,https://youtu.be/AzyXMCLDAZw?si=UZ9CTVXaTF5wmPU9,"로맨스, 무술","뉴질랜드 오클랜드에 위치한 한 중식당. 데이팅 앱을 통해 만나게 된 윈슨이 생각보다 고루한 스타일이라, 엘리는 그를 'Like'한 걸 후회한다. 엘리는 쿵푸 영웅처럼 보였던 그의 프로필도 왠지 사기였다는 생각이 든다. 윈슨 역시 지각한 엘리에 짜증을 감추지 못한다. 그렇게 자리를 뜨려던 순간, 주문한 음식이 테이블 위에 산처럼 쌓이고, 엘리는 죄책감과 허기에 못 이겨 자리에 다시 앉는다. 이어지는 식사에서도 엘리는 그의 전통적인 데이트 방식을 비웃고, 윈슨은 그녀가 '중국인 같지 않다'고 몰아붙이며 두 사람의 기싸움은 점점 팽팽해진다. 그들의 가벼운 말다툼은 이내 중국집을 뒤흔드는 쿵푸 싸움으로 번지게 되는데…"
147,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8147&sc_category_seq=8038&sc_num=1&actEvent=view,살인범 잡은 택시기사,Taxi Driver Who Caught the Murderer,김소연,Korea,2025,30min,15+,https://youtu.be/BXke0t8s7BA,"범죄/누아르, 블랙 코미디","한 승객이 승범의 택시에 탑승한다. 우연히 자신의 택시에 탑승한 승객이 살인범이라는 사실을 알게 되자, 승범은 살인범 잡은 택시 기사가 되고 싶다. 하지만 그 타이틀을 얻게 되는 과정은 순탄치만은 않다."
148,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8148&sc_category_seq=8039&sc_num=1&actEvent=view,동해,Across the Ocean,이지형,Korea,2025,30min,12+,https://youtu.be/NBPQZAMouu4,드라마,"강원도 외딴 해안가 마을에 사는 '남노인'은 어느 날 우연히 해안가에 쓰러져 있는 한 소년을 발견한다. 그리고 곧 '무호'라는 이름의 이 정체불명의 소년이 휴전선 너머 강원도 이북의 해안가 마을에서 떠내려오게 되었다는 사실을 알게 되고, 남노인과 무호는 선택의 기로에 선다."
149,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8149&sc_category_seq=8039&sc_num=1&actEvent=view,그을린 겨울,Broken Winter,정유원,Korea,2025,38min,15+,,"가족, 스릴러","전염병으로 모든 가축이 사라지고, 탐욕을 버리지 못한 인간이 인간을 사냥하는 세계가 도래한다. 생존을 위해서 인간을 피해 홀로 숨어 사는 정미. 그런 그녀의 앞에 3년 전 도망 중에 헤어졌던 딸 혜원이 의문의 가방을 든 채 그녀를 찾아온다. 2024년 괴담 단편 제작 지원작"
150,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8150&sc_category_seq=8039&sc_num=1&actEvent=view,전쟁의 포도,The Grapes of War,토미 말키,Finland,2024,4min,15+,,애니메이션,음식으로 장난치지 말 것.
151,Bucheon,엑스라지,https://www.bifan.kr/program/program_view.asp?pk_seq=8151&sc_category_seq=8039&sc_num=1&actEvent=view,괴인의 정체,The Masked Monster,박세영,Korea,2024,15min,15+,,공포,배가 너무 고픈 누나는 쌀 몇 톨과 동생을 바꾼다. 쌀로 배를 채우니 이성이 돌아오지만 이미 늦은 걸 어쩌겠는가?
152,Bucheon,더 마스터: 이병헌,https://www.bifan.kr/program/program_view.asp?pk_seq=8152&sc_category_seq=8012&sc_num=1&actEvent=view,공동경비구역 JSA,Joint Security Area,박찬욱,Korea,2000,110min,15+,https://youtu.be/Yw9lYJmkd6I,"스릴러, 버디무비, 감동","박찬욱 감독의 세 번째 연출작이자 흥행 비평 양면에서 폭발적 반응을 얻으며 성공한 영화 <공동경비구역 J.S.A>에서 이병헌은 공동경비구역의 남한 초소병 이수혁 병장을 연기하며 비로소 영화배우로 주목받게 된다. 치밀한 각본과 배우들의 뛰어난 연기, 세련된 연출로 남한군과 북한군 초소병 사이의 우정이 돌이킬 수 없는 참사로 이어지는 과정을 통해 분단의 비극을 돌아보는 주제 접근 방식도 관객들에게 어필했다. 영화 속 참사의 키를 쥔 이수혁 병장을 연기한 이병헌은 현재와 플래시백이 오가는 전개에 따라 드라마틱하게 변해가는 인물의 감정을 탁월하게 연기하며, 시네마틱한 순간들에 어울리는 자연스러운 연기 패턴을 보여준다. 이 작품은 이병헌이 침묵 속에서도 들끓는 감정을 표출할 수 있는 대형 배우로 성장할 수 있다는 확신을 심어준 작품이기도 하다. (최은영)"
153,Bucheon,더 마스터: 이병헌,https://www.bifan.kr/program/program_view.asp?pk_seq=8153&sc_category_seq=8012&sc_num=1&actEvent=view,번지점프를 하다,Bungee Jumping of Their Own,김대승,Korea,2001,101min,15+,,로맨스,"1990년대 후반에서 2000년대 초반은 명실공히 한국영화 르네상스 시대라 할 만하다. 그만큼 독특한 소재의 완성도 높은 작품들이 이 시기에 쏟아져 나왔다. <번지점프를 하다>는 절절한 로맨스에 판타지적인 요소를 도입하면서 그 세계관에 무리 없이 관객들이 진입할 수 있도록 형식적 측면에 공을 들여 한국영화의 질적 성장을 보여준 웰메이드 작품이다. 이병헌은 영화 속에서 운명의 상대인 태희(이은주)와의 인연을 죽음을 넘어선 사랑으로 승화시키는 서인우  역을 맡아 밀도 있는 감정 연기를 선보였다. 동성애라는 당시 금기시된 소재가 환생이라는 판타지적 요소와 만나 불멸의 사랑으로 각인되는 데에는 김대승 감독의 세련된 연출과 더불어 주연을 맡은 이은주의 독특한 매력, 이병헌의 자연스럽고 현실적인 연기의 합이 중요하게 작용했다. (최은영)"
154,Bucheon,더 마스터: 이병헌,https://www.bifan.kr/program/program_view.asp?pk_seq=8154&sc_category_seq=8012&sc_num=1&actEvent=view,달콤한 인생,A Bittersweet Life,김지운,Korea,2004,118min,19+,,"범죄/누아르, 스릴러, 액션","보스의 오른팔로 신뢰받던 중 이유도 모른 채 축출되어 죽음 직전까지 갔던 선우(이병헌)가 복수를 시도하는 사연은 겉보기에 특별하지 않다. 장르의 컨벤션은 취하되 클리셰를 피하는 방식은 선우라는 존재의 애매모호함으로 전면에 드러난다. 선악 이분법에 포획되지 않는 선우라는 캐릭터처럼 선우가 보스의 눈 밖에 난 이유도 정확한 원인을 짚을 수가 없다. 그래서 결말도 복수의 완성과는 거리가 멀다. 개봉 당시 전작 <장화, 홍련>(2003)에 못 미치는 흥행 성적을 거뒀지만, <달콤한 인생>을 향한 해외 팬들의 관심이 커지면서 장르의 규칙을 변주할 줄 아는 김지운 감독을 향한 할리우드와 프랑스의 러브콜이 이어졌고, 이병헌은 ‘한국의 알랭 들롱’으로 소개되며 한국형 누아르를 대표하는 얼굴이 되었다.  (허남웅)"
155,Bucheon,더 마스터: 이병헌,https://www.bifan.kr/program/program_view.asp?pk_seq=8155&sc_category_seq=8012&sc_num=1&actEvent=view,그 해 여름,Once in a Summer,조근식,Korea,2006,115min,12+,https://youtu.be/NR23TT6S8OI,"감동, 로맨스","삼선개헌에 반대하는 민주화 투쟁이 한창이던 1969년, 학생 운동에는 그다지 관심이 없던 서울의 부잣집 아들 석영(이병헌)은 별 생각 없이 떠난 농촌 봉사 활동에서 운명의 여인 정인(수애)를 만난다. 시골 마을 도서관 사서로 일하는 정인과 풋풋한 감정을 나누며 보낸 즐거운 때도 잠시, 정인의 아버지가 월북한 요주의 인물이라는 사실이 밝혀지면서 비극은 시작된다. 전반부에서 정인을 향한 티끌 없이 순수한 호감을 사랑스럽게 표현한 이병헌은 후반부에서는 엄혹한 시대의 비극 앞에서 상대를 끝내 외면해야만 하는 절절한 비애까지 터뜨린다. 철부지 같던 그가 수사기관에서 정인을 힘껏 끌어안는 용기를 내는 막바지 대목은 멜로 영화를 그다지 좋아하지 않는 관객의 마음까지 크게 동요시킬 만큼 강한 슬픔을 전한다. (박꽃)"
156,Bucheon,더 마스터: 이병헌,https://www.bifan.kr/program/program_view.asp?pk_seq=8156&sc_category_seq=8012&sc_num=1&actEvent=view,악마를 보았다,I Saw the Devil,김지운,Korea,2010,142min,19+,,"고문, 사이코패스, 하드고어, 액션, 스릴러, 범죄/누아르","약혼녀를 토막 살해로 잃은 김수현(이병헌)은 국정원 출신다운 실력을 발휘해 연쇄살인마 장경철(최민식)의 뒤를 쫓고, 그를 상처 입히고 놓아주기를 반복하며 집요한 복수를 펼친다. 그러면서 똑같이 괴물이 되어가는 모습이 안타까웠는지 후배 요원이 그만두기를 설득하자 수현이 이렇게 말한다. ”그런 거 알아? 가슴에 커다란 바윗덩이 하나 들어앉은 느낌?“ <악마를 보았다>는 답답한 수현의 마음에 관객이 이입하게 하려고 시원한 복수로 결말을 내는 방식을 지양한다. 대신 이병헌의 액션에 반영된 감정을 살펴보게 하는 이야기를 만든다. 고어에 가까운 폭력 묘사에도 불구하고 영화가 끝나면 먹먹하고 슬프고 긴 여운으로 남기는 것은 그 때문이다. <신세계>(2013)의 박훈정 감독이 연출자로 데뷔하기 전 작업한 시나리오를 최민식이 알아보고 김지운 감독에게 의뢰해 성사된 프로젝트다. (허남웅)"
157,Bucheon,더 마스터: 이병헌,https://www.bifan.kr/program/program_view.asp?pk_seq=8157&sc_category_seq=8012&sc_num=1&actEvent=view,"광해, 왕이 된 남자",Masquerade,추창민,Korea,2012,131min,15+,,"감동, 로맨스, 코미디","극에 달한 권력 다툼으로 심신이 피폐해지던 조선의 왕 광해(이병헌)는 자신과 꼭 닮은 저잣거리 만담꾼 하선(이병헌)을 대역으로 세워 위협에 대신 노출시키려 한다. 그러나 예상치 못하게 광해가 의식을 잃고 쓰러지고, 꼭두각시 역할을 수행하던 하선은 직접 조정의 업무에 목소리를 내기 시작한다. 냉철한 최고 권력과 인간미 넘치는 하층민이라는 판이한 두 역할을 동시에 소화하는 고난도 과업 안에서 이병헌은 자아가 완전히 분리된 듯한 완성도 높은 연기를 선보인다. 정치적인 논쟁을 돌파해 나가는 위정자의 통치법을 이야기한다는 점에서 시대극임과 동시에 현대 사회에도 적용될 수 있는 메시지를 지닌 작품인데, 감독이 던지려던 시대적 물음이 일종의 연기 보증수표처럼 자리 잡은 이병헌의 얼굴들을 만나 극적으로 전달됐다. 1200만 관객을 동원하며 이병헌 출연작 가운데 최고 흥행 기록을 썼다. (박꽃)"
158,Bucheon,더 마스터: 이병헌,https://www.bifan.kr/program/program_view.asp?pk_seq=8158&sc_category_seq=8012&sc_num=1&actEvent=view,내부자들,Inside Men,우민호,Korea,2015,130min,19+,https://youtu.be/Ku89LeJK2QQ,"액션, 범죄/누아르","<내부자들>에서 이병헌이 연기한 정치깡패 안상구는 이병헌의 필모그래피 중 가장 복합적인 캐릭터라 할 만 하다. 쉴 새 없는 반전과 스피디한 전개 속에서 드라마틱한 비상과 추락을 거듭하는 안상구는 단순한 정치 깡패에서 배신과 함정을 연속적으로 경험하며 변모를 거듭한다. 조승우, 백윤식을 비롯한 주조연 연기자들의 메소드 연기의 향연처럼 보이는 이 작품 안에서 이병헌은 다소 무거운 영화의 톤을 중화시키기 위해 감독에게 직접 제안하여 코믹한 부분들을 덧붙이며 독창적인 인물을 완성한다. 이병헌은 마치 1인 다역을 소화하는 것처럼 보일 정도로 캐릭터의 톤 앤 매너를 자유자재로 요리하며, <내부자들>은 2010년 이후 우후죽순처럼 쏟아져 나온 정치 누아르 가운데 대중성을 담보하면서도 밀도 있는 작품으로 평가받았다. (최은영)"
159,Bucheon,더 마스터: 이병헌,https://www.bifan.kr/program/program_view.asp?pk_seq=8159&sc_category_seq=8012&sc_num=1&actEvent=view,남한산성,The Fortress,황동혁,Korea,2017,139min,15+,,액션,"<남한산성>은 병자호란을 배경으로 남한산성에 고립된 인조 일행이 국치의 수모를 당하며 항복하기까지의 과정을 극한의 상황 속 불거져 나온 첨예한 계급 갈등의 틀에 담아낸 작품이다. 이병헌이 연기하는 이조판서 최명길은 항복함으로써 백성의 안위를 지키고 훗날을 도모하자는 현실파로, 끝까지 싸워 대의를 지킬 것을 주장하는 예조판서 김상헌(김윤석)과 대립한다. 영화는 후반부에 이르러 단순한 치욕의 역사가 아닌 시대의 변화를 예감하는 김상헌의 깨달음을 중심에 놓으며 현재성을 담보한다. 이병헌은 이 작품에서 전작들에서 보여준 감정을 폭발하는 외향형의 연기 대신 내향형의 응축된 연기를 선보인다. 그는 비장하게 꺾이는 김상헌과 달리, 현실적인 비전을 지닌 인물을 연기하며, 이러한 두 캐릭터의 모습이 쌍두마차처럼 두 축을 이루며 영화의 주제를 완성해낸다. (최은영)"
160,Bucheon,더 마스터: 이병헌,https://www.bifan.kr/program/program_view.asp?pk_seq=8160&sc_category_seq=8012&sc_num=1&actEvent=view,남산의 부장들,The Man Standing Next,우민호,Korea,2019,114min,15+,https://youtu.be/7fJ35alrjCY,"스릴러, 액션","10.26 사건을 모티프로 중앙정보부장이 대통령을 암살하기까지 40일간의 과정을 역사적 사실을 바탕으로 각색했다. 권력을 향한 치열한 심리전이 펼쳐지는 가운데, ‘남산의 부장들’이 되어 화면 가득 팽팽한 긴장감을 만들어낸 배우들의 앙상블이 빛난다. 세상에 알려져 있지만 정확한 내막은 모호했던 그날의 이야기는 이병헌이 연기한 중앙정보부장 김규평을 통해 새롭게 해석되고, 한발 더 나아간 진실을 요구한다. 김규평은 중앙정보부장이라는 막강한 자리에 있으면서 오히려 대통령에 대한 신뢰를 잃어간다. 그 변화를 미세하게 조정해 불안과 고립감을 키워가는 이병헌의 연기는 캐릭터에 묵직한 설득력을 더한다. 대한민국 현대사의 전환점이 됐던 순간, 총성의 진앙지가 됐던 김규평의 모습은 개봉 5일만에 200만이 넘는 관객을 몰입 시킬 정도로 강력했다. (김혜선)"
161,Bucheon,더 마스터: 이병헌,https://www.bifan.kr/program/program_view.asp?pk_seq=8161&sc_category_seq=8012&sc_num=1&actEvent=view,콘크리트 유토피아,Concrete Utopia,엄태화,Korea,2023,130min,15+,https://youtu.be/9K-I9SIEWQY,"재난, 히어로, 감동","대지진으로 폐허가 된 서울에서 유일하게 그대로인 황궁 아파트. 소문을 들은 외부의 생존자들이 황궁 아파트로 몰려들자 아파트 입주민들은 새로 뽑은 주민 대표 영탁을 중심으로 외부인들을 몰아낸다. “아파트는 주민의 것”을 외치는 영탁과 입주민들이 새로운 규칙을 만들면서 안전하고 평화로워진 아파트. 하지만 얼마 후 주민들 사이에 새로운 갈등이 시작된다. 살인과 폭력이 난무하지만 절제된 재난의 묘사, 아파트가 생존을 위한 잔혹한 유토피아가 되어가는 과정, 아파트로 대변되는 수직적 계급의 의미가 재난으로 무너져 수평화 되는 이미지 등 엄태화 감독의 연출이 야심차다. 다양한 모습의 아파트 주민들을 통해 전달되는 블랙코미디의 기운도 강력한데, 특히 ‘안구를 갈아 끼운 연기’로 화제가 된 이병헌의 영탁은 연기 생활 30년이 넘는 이병헌에게서 새롭게 발견된 낯설고 충격적인 얼굴로 호평을 받았다. (김혜선)"
162,Bucheon,보디 호러: 나의 몸은 당신의 판타지다,https://www.bifan.kr/program/program_view.asp?pk_seq=8162&sc_category_seq=8013&sc_num=1&actEvent=view,브레인 데미지,Brain Damage,프랭크 헤넨로터,USA,1988,86min,19+,,"마약, 섹스, 하드고어, 괴물","1982년 초저예산 호러 <바스켓 케이스>로 데뷔한 프랭크 헤넨로터는 그로부터 6년 후인 1988년 전작의 DNA를 계승한 <브레인 데미지>를 발표한다. 윗집에서 배수관을 타고 내려온 기형체 괴물 에일머가 브라이언의 몸으로 침투하면서 둘 사이의 치명적인 공생관계가 시작된다. 브라이언은 에일머가 그의 뇌에 공급하는 미지의 파란 액체에 중독되고, 그 액체를 브라이언에게 제공하기 위해서 에일머는 끊임없이 다른 사람의 몸을 희생양으로 요구한다. <브레인 데미지>는 80년대 미국 저예산 호러의 걸작인 <스트리트 트래쉬>, <슬라임 시티> 그리고 트로마 사단으로 이어지는 이른바 비체 호러의 요소들과 80년대 뉴욕 언더그라운드 씬의 흔적들을 흥미롭게 엮어낸다. 브라이언을 열락의 상태로 이끄는 파란 액체는 70년대 사이키델릭 시네마의 이미지들과 중첩된다. 노골적인 남근의 형상을 띈 채 타인의 신체 안으로 스스로를 삽입하는 에일머와 더불어, 약물 중독, AIDS, 스트리트 섹스, 호모에로틱 크루징 등 80년대 특유의 사회문화적 함의들은 보디 호러와 시대적 불안이 결합되는 흥미로운 양상을 드러낸다. (박진형)"
163,Bucheon,보디 호러: 나의 몸은 당신의 판타지다,https://www.bifan.kr/program/program_view.asp?pk_seq=8163&sc_category_seq=8013&sc_num=1&actEvent=view,데드 링거,Dead Ringers,데이빗 크로넨버그,"Canada, USA",1988,116min,19+,,"스릴러, 마약","<파편들>(1975)를 시작으로 7, 80년대 크로넨버그가 발표한 일련의 영화들은 보디 호러의 성격을 구성하는 인덱스의 열람표라고 해도 과언이 아니다. 현대 사회에서 몸은 욕망, 불안, 정체성, 정신, 테크놀로지, 자본이 점점 더 복잡하게 얽히는 네트워크의 장이 된다. 기이하게 변화하는 좀비의 몸, 비생산성과 낭비로서의 비체, 기계장치와 결합하는 살과 장기, 몸의 변형과 영향 관계에 놓여 있는 마음의 상태 등 크로넨버그의 영화들은 몸을 매개로 호러의 다양한 하위 장르들과 절합하는 독보적인 궤적을 보여준다. 1975년 벌어진 실화에 기반을 둔 <데드 링거>는 한 쌍둥이 형제와 그들이 공유하는 한 여성이 만들어내는 불완전한 삼각형 위에 선 영화다. 영화가 진행됨에 따라 엘리엇과 베벌리는 동일시와 분리, 중첩과 접합 등 이율배반적인 단계들을 관통해 간다. 영화는 결코 독립적인 개체로서 온전하게 존재할 수 없는 형제의 상태를 극단까지 증폭시키면서, 통념의 경계를 넘어 존재와 몸 그리고 정신 사이의 불안정한 관계를 탐색한다. (박진형)"
164,Bucheon,보디 호러: 나의 몸은 당신의 판타지다,https://www.bifan.kr/program/program_view.asp?pk_seq=8164&sc_category_seq=8013&sc_num=1&actEvent=view,택시더미아,Taxidermia,기요르기 폴피,Hungary,2006,94min,19+,,"섹스, 누드, 성기노출","헝가리. 여기 3대에 걸쳐 한 세기를 지나오는 세 남자가 있다. 세계 대전이 한창인 전방에서 끓어오르는 성욕을 주체하지 못하는 벤델, 냉전 체제 하의 구 소련 하에서 빨리 먹기 선수로 명성이 자자한 벤델의 아들 컬먼 그리고 초고도비만으로 일어서지도 못하는 아버지 컬먼을 보살피는 박제사 라요시카. 세 남자 그리고 영화 <택시더미아>에게 몸이란 감각의 초집중, 살의 강박이 지배하는 과잉 진술의 장소다. 음경은 불을 뿜어대고, 위장은 끝도 없이 확장되며 내장이 비워진 살갗 아래에는 지푸라기가 채워진다. 익스트림 클로즈업은 몸을 분절하고 탈육체화한다. 이렇게 기이하게 과장되어 그 경계가 아슬아슬해지는 몸들은 공산주의와 탈냉전, 자본주의와 소외 등 20세기 유럽이 겪어온 정치 사회적 내상의 전시장이 된다. 그리고 영화의 마지막 장면. 박제된 몸을 소비하는 우아한 장면은 마치 영화 스스로가 21세기 자본주의 영화시장에서 유통되는 하나의 영화적 몸이라고 말하는 차가운 자서전의 한 챕터같다. <택시더미아>의 공포는 이런 순간들에서 가장 강렬하게 찾아온다. 그 어떤 신체 훼손의 이미지보다도. (박진형)"
165,Bucheon,보디 호러: 나의 몸은 당신의 판타지다,https://www.bifan.kr/program/program_view.asp?pk_seq=8165&sc_category_seq=8013&sc_num=1&actEvent=view,인간 지네,The Human Centipede,톰 식스,Netherlands,2009,88min,19+,,"장기, 고문, 변신","미치광이 과학자는 서사의 모럴 정 반대편에 선 채 신체의 훼손과 살인을 자행하는 보디 호러의 대표적 빌런인 동시에 이 기괴하고 잔인하기 짝이 없는 플롯에 과학 이성적 동기를 제공하는 이율배반적 존재다. 어떤 광기 어린 프로젝트는 때때로 인류의 생존과 몸의 보전이라는 생명 과학적 윤리를 설파하며 묘하게 설득력 있는 합리화의 목소리로 들리기도 한다. 물론 다 개소리다. <인간 지네>의 하이터 박사는 이런 일말의 변명이나 합리화조차 시도하지 않은 채, 독일을 여행 중인 미국 관광객들을 납치하여 그냥 꼬매버린다. 입과 항문, 섭식과 배설이 순환을 거듭하는 고문과 인체 실험의 장면들은 어떠한 상징이나 함의도 거부한 채, 신체 훼손이 환기하는 순수한 상태의 혐오와 호기심 그 사이를 끊임없이 오간다. 톰 식스의 <인간 지네>는 연이은 2편과 3편의 공개로 명실공히 세계적인 위상을 얻은 보디 호러 컬트 시리즈의 신호탄이자, 국내 영화제 관객들에게는 즉각적으로 BIFAN을 연상시키는 인장과도 같은 영화다. (박진형)"
166,Bucheon,보디 호러: 나의 몸은 당신의 판타지다,https://www.bifan.kr/program/program_view.asp?pk_seq=8166&sc_category_seq=8013&sc_num=1&actEvent=view,엘스,Else,티부 에맹,"France, Belgium",2024,102min,15+,https://youtu.be/HZVYcU1u4D8,"밀실, 변신, 재난, SF","안스와 캐스는 한 침대에서 일어난다. 소심한 성격의 안스는 하룻밤을 함께 보낸 캐스의 적극적이고 자유분방한 모습을 어색해하면서도 호기심과 호감을 느낀다. SNS에 올라온 전날 밤 파티 사진을 확인하던 안스는 사진에 찍힌 사람들의 피부에서 미묘한 위화감을 발견하는데, 그가 느낀 위화감은 곧 세계에 기묘한 피부병이 번지고 있다는 소식으로 돌아온다. 사람들의 피부가 주변의 사물이나 지형과 융합하는 전염병이 창궐한 것. 두 사람은 아파트에 격리된 채로 미스터리한 질병에 맞서 또 다른 공포와 대면한다. 티부 에맹의 <엘스>는 팬데믹과 락다운 시대를 통과한 보디 호러 무비다. 영화는 닫힌 공간에서의 친밀한 로맨스가 펼쳐지는 전반부와 색채가 지워진 흑백 화면으로 전환되는 후반부의 SF 호러로 나뉜다. 티부 에맹은 장르의 외양을 넘나들면서 밀폐된 공간 위로 유머러스한 상상력과 인간 신체의 변형에 관한 철학적 명상을 나란히 선보이며 인상적인 배합의 장르영화를 완성해 낸다. (김병규)"
